,instant,date,season,year,month,hr,holiday,weekday,workingday,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_rental,category_days
14104,14105,2012-08-15,Fall,2012,August,21,Yes,Wednesday,Workingday,Clear,28.7,32.574999999999996,61.0,12.998000000000001,49,266,315,weekdays
14105,14106,2012-08-15,Fall,2012,August,22,Yes,Wednesday,Workingday,Clear,28.7,32.574999999999996,61.0,11.0014,29,197,226,weekdays
14106,14107,2012-08-15,Fall,2012,August,23,Yes,Wednesday,Workingday,Clear,27.880000000000003,31.819999999999997,65.0,7.0015,18,120,138,weekdays
14107,14108,2012-08-16,Fall,2012,August,0,Yes,Thursday,Workingday,Clear,27.060000000000002,31.06,69.0,0.0,13,63,76,weekdays
14108,14109,2012-08-16,Fall,2012,August,1,Yes,Thursday,Workingday,Clear,26.240000000000002,30.305,73.0,0.0,3,18,21,weekdays
14109,14110,2012-08-16,Fall,2012,August,2,Yes,Thursday,Workingday,Clear,26.240000000000002,30.305,69.0,12.998000000000001,0,15,15,weekdays
14110,14111,2012-08-16,Fall,2012,August,3,Yes,Thursday,Workingday,Clear,25.419999999999998,29.544999999999998,73.0,16.997899999999998,0,4,4,weekdays
14111,14112,2012-08-16,Fall,2012,August,4,Yes,Thursday,Workingday,Clear,25.419999999999998,29.544999999999998,73.0,15.001299999999999,2,3,5,weekdays
14112,14113,2012-08-16,Fall,2012,August,5,Yes,Thursday,Workingday,Clear,24.599999999999998,28.79,78.0,11.0014,7,30,37,weekdays
14113,14114,2012-08-16,Fall,2012,August,6,Yes,Thursday,Workingday,Clear,24.599999999999998,28.79,78.0,11.0014,3,162,165,weekdays
14114,14115,2012-08-16,Fall,2012,August,7,Yes,Thursday,Workingday,Clear,26.240000000000002,30.305,69.0,15.001299999999999,16,448,464,weekdays
14115,14116,2012-08-16,Fall,2012,August,8,Yes,Thursday,Workingday,Clear,27.880000000000003,31.819999999999997,61.0,12.998000000000001,33,649,682,weekdays
14116,14117,2012-08-16,Fall,2012,August,9,Yes,Thursday,Workingday,Clear,29.52,33.335,54.0,7.0015,41,296,337,weekdays
14117,14118,2012-08-16,Fall,2012,August,10,Yes,Thursday,Workingday,Clear,30.34,33.335,48.0,8.9981,78,121,199,weekdays
14118,14119,2012-08-16,Fall,2012,August,11,Yes,Thursday,Workingday,Clear,31.16,33.335,37.0,6.0032,83,191,274,weekdays
14119,14120,2012-08-16,Fall,2012,August,12,Yes,Thursday,Workingday,Clear,32.800000000000004,34.849999999999994,33.0,7.0015,96,247,343,weekdays
14120,14121,2012-08-16,Fall,2012,August,13,Yes,Thursday,Workingday,Clear,32.800000000000004,34.849999999999994,31.0,15.001299999999999,81,219,300,weekdays
14121,14122,2012-08-16,Fall,2012,August,14,Yes,Thursday,Workingday,Clear,33.62,35.605,32.0,0.0,72,176,248,weekdays
14122,14123,2012-08-16,Fall,2012,August,15,Yes,Thursday,Workingday,Clear,32.800000000000004,34.849999999999994,33.0,16.997899999999998,63,197,260,weekdays
14123,14124,2012-08-16,Fall,2012,August,16,Yes,Thursday,Workingday,Clear,33.62,35.605,32.0,15.001299999999999,79,340,419,weekdays
14124,14125,2012-08-16,Fall,2012,August,17,Yes,Thursday,Workingday,Clear,33.62,36.364999999999995,34.0,12.998000000000001,130,767,897,weekdays
14125,14126,2012-08-16,Fall,2012,August,18,Yes,Thursday,Workingday,Clear,32.800000000000004,35.605,36.0,0.0,109,723,832,weekdays
14126,14127,2012-08-16,Fall,2012,August,19,Yes,Thursday,Workingday,Clear,31.16,34.089999999999996,40.0,7.0015,119,558,677,weekdays
14127,14128,2012-08-16,Fall,2012,August,20,Yes,Thursday,Workingday,Clear,31.16,34.089999999999996,40.0,6.0032,100,414,514,weekdays
14128,14129,2012-08-16,Fall,2012,August,21,Yes,Thursday,Workingday,Clear,30.34,33.335,48.0,12.998000000000001,83,273,356,weekdays
14129,14130,2012-08-16,Fall,2012,August,22,Yes,Thursday,Workingday,Clear,29.52,33.335,51.0,11.0014,69,185,254,weekdays
14130,14131,2012-08-16,Fall,2012,August,23,Yes,Thursday,Workingday,Clear,28.7,32.574999999999996,54.0,7.0015,58,168,226,weekdays
14131,14132,2012-08-17,Fall,2012,August,0,Yes,Friday,Workingday,Clear,27.880000000000003,12.120000000000001,56.99999999999999,11.0014,21,67,88,weekdays
14132,14133,2012-08-17,Fall,2012,August,1,Yes,Friday,Workingday,Clear,27.060000000000002,12.120000000000001,65.0,7.0015,16,38,54,weekdays
14133,14134,2012-08-17,Fall,2012,August,2,Yes,Friday,Workingday,Clear,27.060000000000002,12.120000000000001,61.0,8.9981,4,15,19,weekdays
14134,14135,2012-08-17,Fall,2012,August,3,Yes,Friday,Workingday,Clear,26.240000000000002,12.120000000000001,65.0,7.0015,0,6,6,weekdays
14135,14136,2012-08-17,Fall,2012,August,4,Yes,Friday,Workingday,Clear,26.240000000000002,12.120000000000001,73.0,11.0014,0,9,9,weekdays
14136,14137,2012-08-17,Fall,2012,August,5,Yes,Friday,Workingday,Clear,26.240000000000002,12.120000000000001,73.0,7.0015,2,34,36,weekdays
14137,14138,2012-08-17,Fall,2012,August,6,Yes,Friday,Workingday,Clear,25.419999999999998,12.120000000000001,78.0,8.9981,6,151,157,weekdays
14138,14139,2012-08-17,Fall,2012,August,7,Yes,Friday,Workingday,Clear,26.240000000000002,12.120000000000001,73.0,7.0015,11,368,379,weekdays
14139,14140,2012-08-17,Fall,2012,August,8,Yes,Friday,Workingday,Clear,27.880000000000003,12.120000000000001,65.0,8.9981,43,625,668,weekdays
14140,14141,2012-08-17,Fall,2012,August,9,Yes,Friday,Workingday,Clear,28.7,12.120000000000001,57.99999999999999,7.0015,58,320,378,weekdays
14141,14142,2012-08-17,Fall,2012,August,10,Yes,Friday,Workingday,Clear,30.34,12.120000000000001,55.00000000000001,11.0014,82,149,231,weekdays
14142,14143,2012-08-17,Fall,2012,August,11,Yes,Friday,Workingday,Clear,31.16,12.120000000000001,52.0,19.0012,98,205,303,weekdays
14143,14144,2012-08-17,Fall,2012,August,12,Yes,Friday,Workingday,Clear,33.62,12.120000000000001,41.0,15.001299999999999,110,255,365,weekdays
14144,14145,2012-08-17,Fall,2012,August,13,Yes,Friday,Workingday,Clear,34.44,12.120000000000001,36.0,26.0027,103,254,357,weekdays
14145,14146,2012-08-17,Fall,2012,August,14,Yes,Friday,Workingday,Clear,35.26,12.120000000000001,34.0,27.999299999999998,128,200,328,weekdays
14146,14147,2012-08-17,Fall,2012,August,15,Yes,Friday,Workingday,Clear,35.26,12.120000000000001,30.0,31.0009,127,256,383,weekdays
14147,14148,2012-08-17,Fall,2012,August,16,Yes,Friday,Workingday,Misty,34.44,12.120000000000001,32.0,30.002599999999997,116,372,488,weekdays
14148,14149,2012-08-17,Fall,2012,August,17,Yes,Friday,Workingday,Clear,33.62,12.120000000000001,36.0,22.0028,144,647,791,weekdays
14149,14150,2012-08-17,Fall,2012,August,18,Yes,Friday,Workingday,Misty,33.62,12.120000000000001,38.0,16.997899999999998,108,561,669,weekdays
14150,14151,2012-08-17,Fall,2012,August,19,Yes,Friday,Workingday,Misty,30.34,12.120000000000001,55.00000000000001,26.0027,88,403,491,weekdays
14151,14152,2012-08-17,Fall,2012,August,20,Yes,Friday,Workingday,Misty,29.52,12.120000000000001,57.99999999999999,15.001299999999999,97,262,359,weekdays
14152,14153,2012-08-17,Fall,2012,August,21,Yes,Friday,Workingday,Misty,27.880000000000003,12.120000000000001,69.0,19.999499999999998,57,198,255,weekdays
14153,14154,2012-08-17,Fall,2012,August,22,Yes,Friday,Workingday,Light Snow,27.060000000000002,12.120000000000001,83.0,12.998000000000001,43,170,213,weekdays
14154,14155,2012-08-17,Fall,2012,August,23,Yes,Friday,Workingday,Light Snow,26.240000000000002,12.120000000000001,83.0,15.001299999999999,21,100,121,weekdays
14155,14156,2012-08-18,Fall,2012,August,0,Yes,Saturday,Weekend,Misty,26.240000000000002,28.79,83.0,15.001299999999999,6,99,105,weekends
14156,14157,2012-08-18,Fall,2012,August,1,Yes,Saturday,Weekend,Light Snow,25.419999999999998,27.275,94.0,11.0014,14,78,92,weekends
14157,14158,2012-08-18,Fall,2012,August,2,Yes,Saturday,Weekend,Light Snow,25.419999999999998,28.03,88.0,11.0014,4,39,43,weekends
14158,14159,2012-08-18,Fall,2012,August,3,Yes,Saturday,Weekend,Clear,25.419999999999998,28.03,88.0,12.998000000000001,7,23,30,weekends
14159,14160,2012-08-18,Fall,2012,August,4,Yes,Saturday,Weekend,Clear,25.419999999999998,29.544999999999998,73.0,15.001299999999999,5,8,13,weekends
14160,14161,2012-08-18,Fall,2012,August,5,Yes,Saturday,Weekend,Clear,24.599999999999998,28.79,78.0,16.997899999999998,2,7,9,weekends
14161,14162,2012-08-18,Fall,2012,August,6,Yes,Saturday,Weekend,Clear,24.599999999999998,28.03,83.0,15.001299999999999,4,23,27,weekends
14162,14163,2012-08-18,Fall,2012,August,7,Yes,Saturday,Weekend,Clear,24.599999999999998,28.03,83.0,15.001299999999999,12,52,64,weekends
14163,14164,2012-08-18,Fall,2012,August,8,Yes,Saturday,Weekend,Clear,26.240000000000002,30.305,69.0,16.997899999999998,28,161,189,weekends
14164,14165,2012-08-18,Fall,2012,August,9,Yes,Saturday,Weekend,Clear,27.060000000000002,31.06,65.0,19.0012,81,211,292,weekends
14165,14166,2012-08-18,Fall,2012,August,10,Yes,Saturday,Weekend,Clear,28.7,32.574999999999996,54.0,11.0014,166,314,480,weekends
14166,14167,2012-08-18,Fall,2012,August,11,Yes,Saturday,Weekend,Clear,29.52,33.335,51.0,0.0,180,356,536,weekends
14167,14168,2012-08-18,Fall,2012,August,12,Yes,Saturday,Weekend,Clear,31.16,33.335,37.0,12.998000000000001,266,388,654,weekends
14168,14169,2012-08-18,Fall,2012,August,13,Yes,Saturday,Weekend,Clear,30.34,32.574999999999996,40.0,12.998000000000001,289,355,644,weekends
14169,14170,2012-08-18,Fall,2012,August,14,Yes,Saturday,Weekend,Clear,31.16,33.335,37.0,19.0012,242,356,598,weekends
14170,14171,2012-08-18,Fall,2012,August,15,Yes,Saturday,Weekend,Clear,31.16,33.335,37.0,15.001299999999999,250,346,596,weekends
14171,14172,2012-08-18,Fall,2012,August,16,Yes,Saturday,Weekend,Clear,31.16,33.335,37.0,16.997899999999998,287,354,641,weekends
14172,14173,2012-08-18,Fall,2012,August,17,Yes,Saturday,Weekend,Clear,31.16,33.335,37.0,15.001299999999999,256,379,635,weekends
14173,14174,2012-08-18,Fall,2012,August,18,Yes,Saturday,Weekend,Clear,30.34,32.574999999999996,37.0,11.0014,225,329,554,weekends
14174,14175,2012-08-18,Fall,2012,August,19,Yes,Saturday,Weekend,Clear,28.7,31.819999999999997,45.0,11.0014,164,324,488,weekends
14175,14176,2012-08-18,Fall,2012,August,20,Yes,Saturday,Weekend,Clear,28.7,31.819999999999997,45.0,7.0015,99,242,341,weekends
14176,14177,2012-08-18,Fall,2012,August,21,Yes,Saturday,Weekend,Clear,27.060000000000002,31.06,61.0,0.0,90,248,338,weekends
14177,14178,2012-08-18,Fall,2012,August,22,Yes,Saturday,Weekend,Clear,27.060000000000002,31.06,61.0,0.0,90,171,261,weekends
14178,14179,2012-08-18,Fall,2012,August,23,Yes,Saturday,Weekend,Clear,26.240000000000002,30.305,65.0,6.0032,60,175,235,weekends
14179,14180,2012-08-19,Fall,2012,August,0,Yes,Sunday,Weekend,Clear,27.060000000000002,31.06,56.99999999999999,6.0032,44,143,187,weekends
14180,14181,2012-08-19,Fall,2012,August,1,Yes,Sunday,Weekend,Clear,26.240000000000002,30.305,65.0,0.0,29,102,131,weekends
14181,14182,2012-08-19,Fall,2012,August,2,Yes,Sunday,Weekend,Misty,25.419999999999998,30.305,69.0,6.0032,16,103,119,weekends
14182,14183,2012-08-19,Fall,2012,August,3,Yes,Sunday,Weekend,Misty,25.419999999999998,30.305,61.0,11.0014,21,34,55,weekends
14183,14184,2012-08-19,Fall,2012,August,4,Yes,Sunday,Weekend,Misty,25.419999999999998,30.305,65.0,11.0014,4,22,26,weekends
14184,14185,2012-08-19,Fall,2012,August,5,Yes,Sunday,Weekend,Misty,24.599999999999998,29.544999999999998,73.0,8.9981,3,8,11,weekends
14185,14186,2012-08-19,Fall,2012,August,6,Yes,Sunday,Weekend,Misty,25.419999999999998,30.305,69.0,7.0015,5,15,20,weekends
14186,14187,2012-08-19,Fall,2012,August,7,Yes,Sunday,Weekend,Misty,25.419999999999998,30.305,69.0,8.9981,12,29,41,weekends
14187,14188,2012-08-19,Fall,2012,August,8,Yes,Sunday,Weekend,Misty,26.240000000000002,30.305,69.0,7.0015,34,90,124,weekends
14188,14189,2012-08-19,Fall,2012,August,9,Yes,Sunday,Weekend,Misty,27.060000000000002,31.06,74.0,0.0,86,184,270,weekends
14189,14190,2012-08-19,Fall,2012,August,10,Yes,Sunday,Weekend,Misty,27.880000000000003,31.819999999999997,69.0,0.0,138,287,425,weekends
14190,14191,2012-08-19,Fall,2012,August,11,Yes,Sunday,Weekend,Light Snow,26.240000000000002,29.544999999999998,78.0,11.0014,83,189,272,weekends
14191,14192,2012-08-19,Fall,2012,August,12,Yes,Sunday,Weekend,Light Snow,26.240000000000002,30.305,73.0,0.0,112,186,298,weekends
14192,14193,2012-08-19,Fall,2012,August,13,Yes,Sunday,Weekend,Light Snow,26.240000000000002,28.79,83.0,8.9981,50,112,162,weekends
14193,14194,2012-08-19,Fall,2012,August,14,Yes,Sunday,Weekend,Light Snow,26.240000000000002,30.305,73.0,0.0,41,108,149,weekends
14194,14195,2012-08-19,Fall,2012,August,15,Yes,Sunday,Weekend,Misty,26.240000000000002,30.305,65.0,0.0,89,187,276,weekends
14195,14196,2012-08-19,Fall,2012,August,16,Yes,Sunday,Weekend,Misty,27.060000000000002,31.06,65.0,0.0,97,259,356,weekends
14196,14197,2012-08-19,Fall,2012,August,17,Yes,Sunday,Weekend,Misty,26.240000000000002,29.544999999999998,78.0,7.0015,76,267,343,weekends
14197,14198,2012-08-19,Fall,2012,August,18,Yes,Sunday,Weekend,Misty,26.240000000000002,29.544999999999998,78.0,7.0015,86,291,377,weekends
14198,14199,2012-08-19,Fall,2012,August,19,Yes,Sunday,Weekend,Misty,26.240000000000002,30.305,73.0,8.9981,72,269,341,weekends
14199,14200,2012-08-19,Fall,2012,August,20,Yes,Sunday,Weekend,Misty,26.240000000000002,30.305,73.0,12.998000000000001,61,213,274,weekends
14200,14201,2012-08-19,Fall,2012,August,21,Yes,Sunday,Weekend,Light Snow,25.419999999999998,29.544999999999998,78.0,6.0032,36,154,190,weekends
14201,14202,2012-08-19,Fall,2012,August,22,Yes,Sunday,Weekend,Misty,25.419999999999998,29.544999999999998,78.0,11.0014,6,50,56,weekends
14202,14203,2012-08-19,Fall,2012,August,23,Yes,Sunday,Weekend,Misty,25.419999999999998,29.544999999999998,73.0,0.0,7,39,46,weekends
14203,14204,2012-08-20,Fall,2012,August,0,Yes,Monday,Workingday,Misty,24.599999999999998,28.03,83.0,7.0015,1,25,26,weekdays
14204,14205,2012-08-20,Fall,2012,August,1,Yes,Monday,Workingday,Clear,24.599999999999998,28.03,83.0,11.0014,0,10,10,weekdays
14205,14206,2012-08-20,Fall,2012,August,2,Yes,Monday,Workingday,Clear,24.599999999999998,28.03,83.0,11.0014,0,5,5,weekdays
14206,14207,2012-08-20,Fall,2012,August,3,Yes,Monday,Workingday,Clear,24.599999999999998,27.275,88.0,7.0015,0,3,3,weekdays
14207,14208,2012-08-20,Fall,2012,August,4,Yes,Monday,Workingday,Misty,24.599999999999998,28.03,83.0,6.0032,0,7,7,weekdays
14208,14209,2012-08-20,Fall,2012,August,5,Yes,Monday,Workingday,Misty,24.599999999999998,28.03,83.0,0.0,2,35,37,weekdays
14209,14210,2012-08-20,Fall,2012,August,6,Yes,Monday,Workingday,Misty,24.599999999999998,28.79,78.0,8.9981,6,155,161,weekdays
14210,14211,2012-08-20,Fall,2012,August,7,Yes,Monday,Workingday,Misty,25.419999999999998,29.544999999999998,78.0,8.9981,15,427,442,weekdays
14211,14212,2012-08-20,Fall,2012,August,8,Yes,Monday,Workingday,Misty,25.419999999999998,29.544999999999998,73.0,7.0015,37,618,655,weekdays
14212,14213,2012-08-20,Fall,2012,August,9,Yes,Monday,Workingday,Misty,26.240000000000002,30.305,69.0,0.0,55,302,357,weekdays
14213,14214,2012-08-20,Fall,2012,August,10,Yes,Monday,Workingday,Misty,26.240000000000002,30.305,69.0,6.0032,69,124,193,weekdays
14214,14215,2012-08-20,Fall,2012,August,11,Yes,Monday,Workingday,Clear,27.060000000000002,31.06,65.0,7.0015,90,151,241,weekdays
14215,14216,2012-08-20,Fall,2012,August,12,Yes,Monday,Workingday,Misty,27.060000000000002,31.06,61.0,7.0015,66,216,282,weekdays
14216,14217,2012-08-20,Fall,2012,August,13,Yes,Monday,Workingday,Clear,28.7,32.574999999999996,57.99999999999999,8.9981,97,194,291,weekdays
14217,14218,2012-08-20,Fall,2012,August,14,Yes,Monday,Workingday,Clear,29.52,33.335,54.0,11.0014,87,188,275,weekdays
14218,14219,2012-08-20,Fall,2012,August,15,Yes,Monday,Workingday,Clear,29.52,33.335,54.0,16.997899999999998,102,207,309,weekdays
14219,14220,2012-08-20,Fall,2012,August,16,Yes,Monday,Workingday,Clear,29.52,33.335,54.0,16.997899999999998,103,357,460,weekdays
14220,14221,2012-08-20,Fall,2012,August,17,Yes,Monday,Workingday,Clear,28.7,32.574999999999996,57.99999999999999,19.0012,83,810,893,weekdays
14221,14222,2012-08-20,Fall,2012,August,18,Yes,Monday,Workingday,Misty,25.419999999999998,29.544999999999998,78.0,16.997899999999998,89,726,815,weekdays
14222,14223,2012-08-20,Fall,2012,August,19,Yes,Monday,Workingday,Misty,25.419999999999998,29.544999999999998,78.0,12.998000000000001,33,266,299,weekdays
14223,14224,2012-08-20,Fall,2012,August,20,Yes,Monday,Workingday,Misty,25.419999999999998,28.79,83.0,19.0012,30,231,261,weekdays
14224,14225,2012-08-20,Fall,2012,August,21,Yes,Monday,Workingday,Clear,24.599999999999998,28.03,83.0,0.0,26,219,245,weekdays
14225,14226,2012-08-20,Fall,2012,August,22,Yes,Monday,Workingday,Misty,24.599999999999998,28.03,83.0,0.0,25,136,161,weekdays
14226,14227,2012-08-20,Fall,2012,August,23,Yes,Monday,Workingday,Misty,24.599999999999998,28.03,83.0,0.0,10,92,102,weekdays
14227,14228,2012-08-21,Fall,2012,August,0,Yes,Tuesday,Workingday,Misty,24.599999999999998,28.03,83.0,6.0032,7,52,59,weekdays
14228,14229,2012-08-21,Fall,2012,August,1,Yes,Tuesday,Workingday,Misty,24.599999999999998,28.03,83.0,8.9981,11,22,33,weekdays
14229,14230,2012-08-21,Fall,2012,August,2,Yes,Tuesday,Workingday,Misty,23.779999999999998,27.275,88.0,19.0012,1,7,8,weekdays
14230,14231,2012-08-21,Fall,2012,August,3,Yes,Tuesday,Workingday,Clear,22.96,26.515,88.0,0.0,0,3,3,weekdays
14231,14232,2012-08-21,Fall,2012,August,4,Yes,Tuesday,Workingday,Clear,22.96,26.515,88.0,0.0,0,4,4,weekdays
14232,14233,2012-08-21,Fall,2012,August,5,Yes,Tuesday,Workingday,Clear,22.96,26.515,83.0,6.0032,4,30,34,weekdays
14233,14234,2012-08-21,Fall,2012,August,6,Yes,Tuesday,Workingday,Clear,22.96,26.515,83.0,7.0015,5,164,169,weekdays
14234,14235,2012-08-21,Fall,2012,August,7,Yes,Tuesday,Workingday,Clear,24.599999999999998,28.79,78.0,7.0015,19,500,519,weekdays
14235,14236,2012-08-21,Fall,2012,August,8,Yes,Tuesday,Workingday,Clear,24.599999999999998,28.79,78.0,8.9981,27,696,723,weekdays
14236,14237,2012-08-21,Fall,2012,August,9,Yes,Tuesday,Workingday,Clear,26.240000000000002,30.305,69.0,0.0,47,281,328,weekdays
14237,14238,2012-08-21,Fall,2012,August,10,Yes,Tuesday,Workingday,Clear,27.060000000000002,31.06,61.0,7.0015,58,120,178,weekdays
14238,14239,2012-08-21,Fall,2012,August,11,Yes,Tuesday,Workingday,Clear,28.7,32.574999999999996,54.0,0.0,61,195,256,weekdays
14239,14240,2012-08-21,Fall,2012,August,12,Yes,Tuesday,Workingday,Clear,29.52,32.574999999999996,45.0,0.0,79,226,305,weekdays
14240,14241,2012-08-21,Fall,2012,August,13,Yes,Tuesday,Workingday,Clear,30.34,32.574999999999996,40.0,0.0,76,255,331,weekdays
14241,14242,2012-08-21,Fall,2012,August,14,Yes,Tuesday,Workingday,Clear,31.16,33.335,37.0,6.0032,110,192,302,weekdays
14242,14243,2012-08-21,Fall,2012,August,15,Yes,Tuesday,Workingday,Clear,31.16,33.335,37.0,0.0,76,226,302,weekdays
14243,14244,2012-08-21,Fall,2012,August,16,Yes,Tuesday,Workingday,Clear,31.16,33.335,37.0,0.0,109,358,467,weekdays
14244,14245,2012-08-21,Fall,2012,August,17,Yes,Tuesday,Workingday,Clear,30.34,33.335,51.0,19.0012,92,786,878,weekdays
14245,14246,2012-08-21,Fall,2012,August,18,Yes,Tuesday,Workingday,Clear,29.52,33.335,54.0,15.001299999999999,93,532,625,weekdays
14246,14247,2012-08-21,Fall,2012,August,19,Yes,Tuesday,Workingday,Light Snow,25.419999999999998,29.544999999999998,73.0,7.0015,56,420,476,weekdays
14247,14248,2012-08-21,Fall,2012,August,20,Yes,Tuesday,Workingday,Clear,26.240000000000002,30.305,73.0,0.0,62,296,358,weekdays
14248,14249,2012-08-21,Fall,2012,August,21,Yes,Tuesday,Workingday,Clear,26.240000000000002,30.305,73.0,0.0,41,239,280,weekdays
14249,14250,2012-08-21,Fall,2012,August,22,Yes,Tuesday,Workingday,Clear,26.240000000000002,29.544999999999998,78.0,0.0,24,208,232,weekdays
14250,14251,2012-08-21,Fall,2012,August,23,Yes,Tuesday,Workingday,Clear,25.419999999999998,28.79,83.0,0.0,23,113,136,weekdays
14251,14252,2012-08-22,Fall,2012,August,0,Yes,Wednesday,Workingday,Clear,25.419999999999998,28.79,83.0,7.0015,9,46,55,weekdays
14252,14253,2012-08-22,Fall,2012,August,1,Yes,Wednesday,Workingday,Clear,25.419999999999998,29.544999999999998,78.0,0.0,1,20,21,weekdays
14253,14254,2012-08-22,Fall,2012,August,2,Yes,Wednesday,Workingday,Clear,25.419999999999998,29.544999999999998,78.0,0.0,7,10,17,weekdays
14254,14255,2012-08-22,Fall,2012,August,3,Yes,Wednesday,Workingday,Clear,25.419999999999998,29.544999999999998,78.0,0.0,0,7,7,weekdays
14255,14256,2012-08-22,Fall,2012,August,4,Yes,Wednesday,Workingday,Clear,23.779999999999998,27.275,83.0,7.0015,1,7,8,weekdays
14256,14257,2012-08-22,Fall,2012,August,5,Yes,Wednesday,Workingday,Clear,24.599999999999998,28.79,78.0,0.0,2,38,40,weekdays
14257,14258,2012-08-22,Fall,2012,August,6,Yes,Wednesday,Workingday,Clear,25.419999999999998,29.544999999999998,73.0,0.0,12,175,187,weekdays
14258,14259,2012-08-22,Fall,2012,August,7,Yes,Wednesday,Workingday,Clear,25.419999999999998,29.544999999999998,78.0,0.0,16,537,553,weekdays
14259,14260,2012-08-22,Fall,2012,August,8,Yes,Wednesday,Workingday,Clear,26.240000000000002,30.305,73.0,6.0032,37,703,740,weekdays
14260,14261,2012-08-22,Fall,2012,August,9,Yes,Wednesday,Workingday,Clear,27.880000000000003,31.819999999999997,65.0,0.0,41,335,376,weekdays
14261,14262,2012-08-22,Fall,2012,August,10,Yes,Wednesday,Workingday,Clear,28.7,32.574999999999996,61.0,6.0032,66,159,225,weekdays
14262,14263,2012-08-22,Fall,2012,August,11,Yes,Wednesday,Workingday,Clear,29.52,33.335,57.99999999999999,6.0032,71,196,267,weekdays
14263,14264,2012-08-22,Fall,2012,August,12,Yes,Wednesday,Workingday,Clear,30.34,33.335,51.0,0.0,59,253,312,weekdays
14264,14265,2012-08-22,Fall,2012,August,13,Yes,Wednesday,Workingday,Clear,31.16,34.089999999999996,48.0,7.0015,74,242,316,weekdays
14265,14266,2012-08-22,Fall,2012,August,14,Yes,Wednesday,Workingday,Clear,31.16,34.089999999999996,45.0,7.0015,82,184,266,weekdays
14266,14267,2012-08-22,Fall,2012,August,15,Yes,Wednesday,Workingday,Clear,31.16,34.089999999999996,48.0,8.9981,94,222,316,weekdays
14267,14268,2012-08-22,Fall,2012,August,16,Yes,Wednesday,Workingday,Light Snow,30.34,34.089999999999996,55.00000000000001,15.001299999999999,102,358,460,weekdays
14268,14269,2012-08-22,Fall,2012,August,17,Yes,Wednesday,Workingday,Light Snow,30.34,34.089999999999996,55.00000000000001,15.001299999999999,72,711,783,weekdays
14269,14270,2012-08-22,Fall,2012,August,18,Yes,Wednesday,Workingday,Light Snow,27.060000000000002,31.06,61.0,15.001299999999999,91,592,683,weekdays
14270,14271,2012-08-22,Fall,2012,August,19,Yes,Wednesday,Workingday,Misty,27.060000000000002,31.06,74.0,0.0,56,524,580,weekdays
14271,14272,2012-08-22,Fall,2012,August,20,Yes,Wednesday,Workingday,Clear,26.240000000000002,30.305,73.0,12.998000000000001,59,332,391,weekdays
14272,14273,2012-08-22,Fall,2012,August,21,Yes,Wednesday,Workingday,Clear,26.240000000000002,30.305,73.0,0.0,60,291,351,weekdays
14273,14274,2012-08-22,Fall,2012,August,22,Yes,Wednesday,Workingday,Clear,26.240000000000002,30.305,73.0,0.0,55,226,281,weekdays
14274,14275,2012-08-22,Fall,2012,August,23,Yes,Wednesday,Workingday,Clear,26.240000000000002,28.79,83.0,0.0,27,113,140,weekdays
14275,14276,2012-08-23,Fall,2012,August,0,Yes,Thursday,Workingday,Clear,26.240000000000002,29.544999999999998,78.0,0.0,9,51,60,weekdays
14276,14277,2012-08-23,Fall,2012,August,1,Yes,Thursday,Workingday,Clear,25.419999999999998,28.79,83.0,0.0,10,15,25,weekdays
14277,14278,2012-08-23,Fall,2012,August,2,Yes,Thursday,Workingday,Clear,25.419999999999998,28.79,83.0,0.0,9,11,20,weekdays
14278,14279,2012-08-23,Fall,2012,August,3,Yes,Thursday,Workingday,Clear,25.419999999999998,28.79,83.0,6.0032,3,6,9,weekdays
14279,14280,2012-08-23,Fall,2012,August,4,Yes,Thursday,Workingday,Clear,25.419999999999998,28.79,83.0,0.0,0,6,6,weekdays
14280,14281,2012-08-23,Fall,2012,August,5,Yes,Thursday,Workingday,Clear,25.419999999999998,28.79,83.0,0.0,1,36,37,weekdays
14281,14282,2012-08-23,Fall,2012,August,6,Yes,Thursday,Workingday,Misty,24.599999999999998,27.275,88.0,6.0032,14,178,192,weekdays
14282,14283,2012-08-23,Fall,2012,August,7,Yes,Thursday,Workingday,Misty,25.419999999999998,28.79,83.0,6.0032,18,463,481,weekdays
14283,14284,2012-08-23,Fall,2012,August,8,Yes,Thursday,Workingday,Misty,27.060000000000002,31.06,74.0,6.0032,45,662,707,weekdays
14284,14285,2012-08-23,Fall,2012,August,9,Yes,Thursday,Workingday,Misty,28.7,32.574999999999996,70.0,0.0,58,354,412,weekdays
14285,14286,2012-08-23,Fall,2012,August,10,Yes,Thursday,Workingday,Clear,30.34,34.089999999999996,57.99999999999999,6.0032,76,157,233,weekdays
14286,14287,2012-08-23,Fall,2012,August,11,Yes,Thursday,Workingday,Clear,31.16,34.089999999999996,48.0,6.0032,86,192,278,weekdays
14287,14288,2012-08-23,Fall,2012,August,12,Yes,Thursday,Workingday,Clear,31.98,34.089999999999996,38.0,0.0,97,235,332,weekdays
14288,14289,2012-08-23,Fall,2012,August,13,Yes,Thursday,Workingday,Clear,33.62,36.364999999999995,38.0,6.0032,93,253,346,weekdays
14289,14290,2012-08-23,Fall,2012,August,14,Yes,Thursday,Workingday,Clear,31.98,34.849999999999994,46.0,15.001299999999999,114,191,305,weekdays
